Caso,Atividade,Recurso,Início,Fim
660,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 09:31:50,2023-07-01 09:31:53
660,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 09:31:56,2023-07-01 09:37:06
660,Solicitar Ticket,Cancela 2,2023-07-01 09:37:17,2023-07-01 09:37:26
660,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 09:37:35,2023-07-01 09:41:38
660,Solicitar Ticket,Cancela 5,2023-07-01 09:42:24,2023-07-01 09:42:33
660,Impressão do Ticket,Cancela 3,2023-07-01 09:43:31,2023-07-01 09:43:47
660,Cancelar Reserva,Totem 4,2023-07-01 10:46:47,2023-07-01 10:47:51
660,Saída do Estacionamento,Caixa 4,2023-07-01 10:48:33,2023-07-01 10:48:33
661,Entrada no Estacionamento,Cancela 1,2023-07-01 12:58:00,2023-07-01 12:58:00
661,Solicitar Ticket,Cancela 2,2023-07-01 12:58:58,2023-07-01 12:59:17
661,Reservar Vaga,Totem 2,2023-07-01 12:59:32,2023-07-01 13:02:45
661,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 13:03:27,2023-07-01 13:06:04
661,Impressão do Ticket,Cancela 4,2023-07-01 13:06:21,2023-07-01 13:06:39
661,Solicitar Ticket,Cancela 1,2023-07-01 15:23:39,2023-07-01 15:23:50
661,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 15:24:20,2023-07-01 15:24:21
661,Adicionar Créditos,Totem 3,2023-07-01 15:24:42,2023-07-01 15:25:48
661,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 15:25:48,2023-07-01 15:25:50
661,Cancelar Reserva,Totem 4,2023-07-01 15:25:54,2023-07-01 15:27:10
661,Reservar Vaga,Totem 4,2023-07-01 15:28:00,2023-07-01 15:31:40
661,Saída do Estacionamento,Caixa 4,2023-07-01 15:32:40,2023-07-01 15:32:40
662,Entrada no Estacionamento,Cancela 3,2023-07-01 12:15:00,2023-07-01 12:15:00
662,Reservar Vaga,Totem 2,2023-07-01 12:15:03,2023-07-01 12:18:18
662,Solicitar Ticket,Cancela 5,2023-07-01 12:19:17,2023-07-01 12:19:37
662,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:20:01,2023-07-01 12:23:02
662,Reservar Vaga,Totem 3,2023-07-01 12:23:04,2023-07-01 12:26:20
662,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 12:26:31,2023-07-01 12:32:20
662,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 12:33:03,2023-07-01 12:33:05
662,Solicitar Ticket,Cancela 1,2023-07-01 12:33:32,2023-07-01 12:33:43
662,Cancelar Reserva,Totem 3,2023-07-01 12:34:38,2023-07-01 12:35:28
662,Impressão do Ticket,Cancela 5,2023-07-01 12:35:34,2023-07-01 12:35:51
662,Saída do Estacionamento,Caixa 4,2023-07-01 16:00:51,2023-07-01 16:00:51
663,Entrada no Estacionamento,Cancela 5,2023-07-01 12:55:00,2023-07-01 12:55:00
663,Solicitar Ticket,Cancela 2,2023-07-01 12:55:00,2023-07-01 12:55:07
663,Impressão do Ticket,Cancela 1,2023-07-01 12:55:09,2023-07-01 12:55:27
663,Solicitar Ticket,Cancela 3,2023-07-01 14:51:27,2023-07-01 14:51:44
663,Validar Ticket,Caixa 2,2023-07-01 14:52:06,2023-07-01 14:52:14
663,Impressão do Ticket,Cancela 3,2023-07-01 14:52:26,2023-07-01 14:52:40
663,Saída do Estacionamento,Caixa 1,2023-07-01 17:21:40,2023-07-01 17:21:40
664,Entrada no Estacionamento,Cancela 3,2023-07-01 08:32:00,2023-07-01 08:32:00
664,Solicitar Ticket,Cancela 2,2023-07-01 08:32:11,2023-07-01 08:32:20
664,Impressão do Ticket,Cancela 3,2023-07-01 08:32:48,2023-07-01 08:32:55
664,Validar Ticket,Caixa 4,2023-07-01 10:08:55,2023-07-01 10:09:06
664,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 10:09:44,2023-07-01 10:09:45
664,Impressão do Ticket,Cancela 3,2023-07-01 10:10:05,2023-07-01 10:10:24
664,Validar Ticket,Caixa 4,2023-07-01 12:24:24,2023-07-01 12:24:31
664,Pagar Estacionamento,Caixa 3,2023-07-01 12:24:42,2023-07-01 12:25:33
664,Reservar Vaga,Totem 4,2023-07-01 12:26:32,2023-07-01 12:28:12
664,Impressão do Ticket,Cancela 2,2023-07-01 12:28:56,2023-07-01 12:29:06
664,Solicitar Ticket,Cancela 3,2023-07-01 12:34:06,2023-07-01 12:34:25
664,Cancelar Reserva,Totem 3,2023-07-01 12:34:45,2023-07-01 12:35:53
664,Impressão do Ticket,Cancela 4,2023-07-01 12:36:17,2023-07-01 12:36:24
664,Saída do Estacionamento,Caixa 4,2023-07-01 14:17:24,2023-07-01 14:17:24
665,Entrada no Estacionamento,Cancela 4,2023-07-01 11:17:00,2023-07-01 11:17:00
665,Solicitar Ticket,Cancela 5,2023-07-01 11:17:04,2023-07-01 11:17:24
665,Impressão do Ticket,Cancela 1,2023-07-01 11:17:37,2023-07-01 11:17:43
665,Solicitar Ticket,Cancela 3,2023-07-01 12:44:43,2023-07-01 12:45:03
665,Validar Ticket,Caixa 3,2023-07-01 12:46:02,2023-07-01 12:46:08
665,Pagar Estacionamento,Caixa 2,2023-07-01 12:46:50,2023-07-01 12:47:50
665,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 12:48:50,2023-07-01 12:53:38
665,Solicitar Ticket,Cancela 5,2023-07-01 12:53:51,2023-07-01 12:54:10
665,Impressão do Ticket,Cancela 1,2023-07-01 12:54:42,2023-07-01 12:54:53
665,Solicitar Ticket,Cancela 3,2023-07-01 16:05:53,2023-07-01 16:06:04
665,Saída do Estacionamento,Caixa 2,2023-07-01 16:06:47,2023-07-01 16:06:47
666,Entrada no Estacionamento,Cancela 4,2023-07-01 10:32:00,2023-07-01 10:32:00
666,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 10:32:46,2023-07-01 10:38:02
666,Solicitar Ticket,Cancela 2,2023-07-01 10:38:54,2023-07-01 10:39:00
666,Adicionar Créditos,Totem 4,2023-07-01 10:39:26,2023-07-01 10:40:17
666,Solicitar Ticket,Cancela 2,2023-07-01 10:40:25,2023-07-01 10:40:35
666,Impressão do Ticket,Cancela 1,2023-07-01 10:41:09,2023-07-01 10:41:25
666,Solicitar Ticket,Cancela 1,2023-07-01 11:23:25,2023-07-01 11:23:45
666,Validar Ticket,Caixa 2,2023-07-01 11:24:14,2023-07-01 11:24:23
666,Adicionar Créditos,Totem 3,2023-07-01 11:24:23,2023-07-01 11:25:37
666,Validar Ticket,Caixa 2,2023-07-01 11:25:39,2023-07-01 11:25:43
666,Pagar Estacionamento,Caixa 2,2023-07-01 11:26:04,2023-07-01 11:26:56
666,Validar Ticket,Caixa 2,2023-07-01 11:27:22,2023-07-01 11:27:29
666,Solicitar Ticket,Cancela 2,2023-07-01 11:28:20,2023-07-01 11:28:39
666,Saída do Estacionamento,Caixa 3,2023-07-01 11:29:25,2023-07-01 11:29:25
667,Entrada no Estacionamento,Cancela 3,2023-07-01 09:43:00,2023-07-01 09:43:00
667,Solicitar Ticket,Cancela 4,2023-07-01 09:43:08,2023-07-01 09:43:19
667,Scan Sem Parar,Cancela 5,2023-07-01 09:43:48,2023-07-01 09:43:50
667,Saída do Estacionamento,Caixa 4,2023-07-01 10:05:50,2023-07-01 10:05:50
668,Entrada no Estacionamento,Cancela 2,2023-07-01 07:34:00,2023-07-01 07:34:00
668,Solicitar Ticket,Cancela 2,2023-07-01 07:34:45,2023-07-01 07:34:56
668,Impressão do Ticket,Cancela 5,2023-07-01 07:35:48,2023-07-01 07:35:59
668,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 07:48:59,2023-07-01 07:52:25
668,Adicionar Créditos,Totem 1,2023-07-01 07:52:41,2023-07-01 07:53:53
668,Validar Ticket,Caixa 1,2023-07-01 07:54:02,2023-07-01 07:54:12
668,Solicitar Ticket,Cancela 5,2023-07-01 07:54:56,2023-07-01 07:55:06
668,Saída do Estacionamento,Caixa 3,2023-07-01 07:55:40,2023-07-01 07:55:40
669,Entrada no Estacionamento,Cancela 1,2023-07-01 11:01:00,2023-07-01 11:01:00
669,Solicitar Ticket,Cancela 2,2023-07-01 11:01:50,2023-07-01 11:02:02
669,Impressão do Ticket,Cancela 4,2023-07-01 11:02:50,2023-07-01 11:03:09
669,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 14:43:09,2023-07-01 14:48:14
669,Impressão do Ticket,Cancela 1,2023-07-01 14:48:48,2023-07-01 14:49:05
669,Validar Ticket,Caixa 4,2023-07-01 15:35:05,2023-07-01 15:35:15
669,Scan Sem Parar,Cancela 3,2023-07-01 15:35:54,2023-07-01 15:35:57
669,Saída do Estacionamento,Caixa 4,2023-07-01 18:12:57,2023-07-01 18:12:57
670,Entrada no Estacionamento,Cancela 2,2023-07-01 11:22:00,2023-07-01 11:22:00
670,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:22:04,2023-07-01 11:22:08
670,Solicitar Ticket,Cancela 5,2023-07-01 11:22:24,2023-07-01 11:22:31
670,Adicionar Créditos,Totem 4,2023-07-01 11:23:14,2023-07-01 11:24:11
670,Reservar Vaga,Totem 3,2023-07-01 11:24:15,2023-07-01 11:26:28
670,Solicitar Ticket,Cancela 1,2023-07-01 11:27:05,2023-07-01 11:27:12
670,Impressão do Ticket,Cancela 4,2023-07-01 11:27:44,2023-07-01 11:27:56
670,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:53:56,2023-07-01 12:53:59
670,Validar Ticket,Caixa 1,2023-07-01 12:54:41,2023-07-01 12:54:53
670,Impressão do Ticket,Cancela 4,2023-07-01 12:55:09,2023-07-01 12:55:29
670,Adicionar Créditos,Totem 1,2023-07-01 13:54:29,2023-07-01 13:55:00
670,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 13:55:43,2023-07-01 14:00:40
670,Validar Ticket,Caixa 3,2023-07-01 14:01:24,2023-07-01 14:01:28
670,Solicitar Ticket,Cancela 4,2023-07-01 14:01:39,2023-07-01 14:01:59
670,Impressão do Ticket,Cancela 3,2023-07-01 14:02:09,2023-07-01 14:02:25
670,Solicitar Ticket,Cancela 4,2023-07-01 14:15:25,2023-07-01 14:15:43
670,Pagar Estacionamento,Caixa 4,2023-07-01 14:16:10,2023-07-01 14:17:57
670,Solicitar Ticket,Cancela 2,2023-07-01 14:18:57,2023-07-01 14:19:12
670,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 14:19:38,2023-07-01 14:23:05
670,Cancelar Reserva,Totem 3,2023-07-01 14:23:29,2023-07-01 14:24:00
670,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 14:24:02,2023-07-01 14:24:06
670,Impressão do Ticket,Cancela 1,2023-07-01 14:24:45,2023-07-01 14:24:51
670,Saída do Estacionamento,Caixa 2,2023-07-01 18:00:51,2023-07-01 18:00:51
671,Entrada no Estacionamento,Cancela 3,2023-07-01 11:32:00,2023-07-01 11:32:00
671,Reservar Vaga,Totem 3,2023-07-01 11:32:12,2023-07-01 11:34:51
671,Solicitar Ticket,Cancela 5,2023-07-01 11:35:46,2023-07-01 11:35:52
671,Impressão do Ticket,Cancela 3,2023-07-01 11:36:25,2023-07-01 11:36:31
671,Solicitar Ticket,Cancela 4,2023-07-01 14:32:31,2023-07-01 14:32:48
671,Impressão do Ticket,Cancela 1,2023-07-01 14:33:10,2023-07-01 14:33:21
671,Validar Ticket,Caixa 4,2023-07-01 15:37:21,2023-07-01 15:37:26
671,Pagar Estacionamento,Caixa 4,2023-07-01 15:38:22,2023-07-01 15:39:16
671,Impressão do Ticket,Cancela 2,2023-07-01 15:39:47,2023-07-01 15:39:59
671,Pagar Estacionamento,Caixa 2,2023-07-01 18:44:59,2023-07-01 18:46:00
671,Adicionar Créditos,Totem 4,2023-07-01 18:46:42,2023-07-01 18:47:12
671,Solicitar Ticket,Cancela 5,2023-07-01 18:47:38,2023-07-01 18:47:55
671,Impressão do Ticket,Cancela 3,2023-07-01 18:48:42,2023-07-01 18:48:51
671,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 20:10:51,2023-07-01 20:16:39
671,Validar Ticket,Caixa 4,2023-07-01 20:17:06,2023-07-01 20:17:18
671,Impressão do Ticket,Cancela 2,2023-07-01 20:18:15,2023-07-01 20:18:29
671,Cancelar Reserva,Totem 3,2023-07-01 20:40:29,2023-07-01 20:41:19
671,Saída do Estacionamento,Caixa 1,2023-07-01 20:41:30,2023-07-01 20:41:30
672,Entrada no Estacionamento,Cancela 5,2023-07-01 11:11:00,2023-07-01 11:11:00
672,Adicionar Créditos,Totem 2,2023-07-01 11:11:08,2023-07-01 11:12:04
672,Solicitar Ticket,Cancela 5,2023-07-01 11:12:39,2023-07-01 11:12:46
672,Impressão do Ticket,Cancela 2,2023-07-01 11:13:29,2023-07-01 11:13:48
672,Validar Ticket,Caixa 3,2023-07-01 12:33:48,2023-07-01 12:33:53
672,Pagar Estacionamento,Caixa 4,2023-07-01 12:34:46,2023-07-01 12:36:37
672,Validar Ticket,Caixa 3,2023-07-01 12:37:25,2023-07-01 12:37:35
672,Pagar Estacionamento,Caixa 1,2023-07-01 12:38:35,2023-07-01 12:39:27
672,Validar Ticket,Caixa 1,2023-07-01 12:39:37,2023-07-01 12:39:44
672,Saída do Estacionamento,Caixa 1,2023-07-01 12:40:24,2023-07-01 12:40:24
673,Entrada no Estacionamento,Cancela 1,2023-07-01 11:58:00,2023-07-01 11:58:00
673,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:58:10,2023-07-01 11:58:12
673,Reservar Vaga,Totem 3,2023-07-01 11:58:25,2023-07-01 11:59:37
673,Cancelar Reserva,Totem 4,2023-07-01 11:59:52,2023-07-01 12:00:50
673,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 12:00:57,2023-07-01 12:05:58
673,Solicitar Ticket,Cancela 1,2023-07-01 12:06:53,2023-07-01 12:07:07
673,Cancelar Reserva,Totem 3,2023-07-01 12:08:07,2023-07-01 12:08:48
673,Saída do Estacionamento,Caixa 1,2023-07-01 12:09:23,2023-07-01 12:09:23
674,Entrada no Estacionamento,Cancela 5,2023-07-01 07:33:00,2023-07-01 07:33:00
674,Reservar Vaga,Totem 2,2023-07-01 07:33:50,2023-07-01 07:37:34
674,Solicitar Ticket,Cancela 5,2023-07-01 07:37:43,2023-07-01 07:37:51
674,Scan Sem Parar,Cancela 3,2023-07-01 07:38:35,2023-07-01 07:38:38
674,Solicitar Ticket,Cancela 3,2023-07-01 10:26:38,2023-07-01 10:26:56
674,Adicionar Créditos,Totem 1,2023-07-01 10:27:43,2023-07-01 10:28:54
674,Impressão do Ticket,Cancela 2,2023-07-01 10:29:42,2023-07-01 10:29:50
674,Adicionar Créditos,Totem 2,2023-07-01 11:48:50,2023-07-01 11:49:28
674,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 11:49:42,2023-07-01 11:49:44
674,Validar Ticket,Caixa 2,2023-07-01 11:49:58,2023-07-01 11:50:09
674,Solicitar Ticket,Cancela 1,2023-07-01 11:50:25,2023-07-01 11:50:41
674,Validar Ticket,Caixa 2,2023-07-01 11:51:20,2023-07-01 11:51:24
674,Impressão do Ticket,Cancela 3,2023-07-01 11:51:57,2023-07-01 11:52:09
674,Solicitar Ticket,Cancela 4,2023-07-01 15:46:09,2023-07-01 15:46:22
674,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 15:46:27,2023-07-01 15:46:28
674,Solicitar Ticket,Cancela 4,2023-07-01 15:47:14,2023-07-01 15:47:24
674,Impressão do Ticket,Cancela 5,2023-07-01 15:47:48,2023-07-01 15:48:02
674,Adicionar Créditos,Totem 2,2023-07-01 15:54:02,2023-07-01 15:54:55
674,Cancelar Reserva,Totem 4,2023-07-01 15:55:31,2023-07-01 15:56:25
674,Solicitar Ticket,Cancela 4,2023-07-01 15:56:51,2023-07-01 15:57:10
674,Impressão do Ticket,Cancela 1,2023-07-01 15:57:19,2023-07-01 15:57:25
674,Solicitar Ticket,Cancela 4,2023-07-01 16:35:25,2023-07-01 16:35:38
674,Adicionar Créditos,Totem 2,2023-07-01 16:36:35,2023-07-01 16:37:03
674,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 16:38:03,2023-07-01 16:38:05
674,Saída do Estacionamento,Caixa 4,2023-07-01 16:38:55,2023-07-01 16:38:55
675,Entrada no Estacionamento,Cancela 2,2023-07-01 10:57:00,2023-07-01 10:57:00
675,Solicitar Ticket,Cancela 2,2023-07-01 10:57:32,2023-07-01 10:57:52
675,Impressão do Ticket,Cancela 2,2023-07-01 10:58:42,2023-07-01 10:58:59
675,Adicionar Créditos,Totem 4,2023-07-01 13:37:59,2023-07-01 13:38:46
675,Impressão do Ticket,Cancela 3,2023-07-01 13:39:15,2023-07-01 13:39:34
675,Validar Ticket,Caixa 2,2023-07-01 14:07:34,2023-07-01 14:07:46
675,Solicitar Ticket,Cancela 5,2023-07-01 14:07:57,2023-07-01 14:08:03
675,Saída do Estacionamento,Caixa 1,2023-07-01 14:08:31,2023-07-01 14:08:31
676,Entrada no Estacionamento,Cancela 1,2023-07-01 07:15:00,2023-07-01 07:15:00
676,Adicionar Créditos,Totem 2,2023-07-01 07:15:16,2023-07-01 07:16:32
676,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:17:14,2023-07-01 07:17:16
676,Solicitar Ticket,Cancela 3,2023-07-01 07:17:31,2023-07-01 07:17:43
676,Saída do Estacionamento,Caixa 4,2023-07-01 07:18:40,2023-07-01 07:18:40
677,Entrada no Estacionamento,Cancela 2,2023-07-01 08:42:00,2023-07-01 08:42:00
677,Solicitar Ticket,Cancela 5,2023-07-01 08:42:26,2023-07-01 08:42:34
677,Adicionar Créditos,Totem 1,2023-07-01 08:42:50,2023-07-01 08:43:44
677,Solicitar Ticket,Cancela 1,2023-07-01 08:44:36,2023-07-01 08:44:44
677,Scan Sem Parar,Cancela 5,2023-07-01 08:45:00,2023-07-01 08:45:01
677,Saída do Estacionamento,Caixa 1,2023-07-01 09:26:01,2023-07-01 09:26:01
678,Entrada no Estacionamento,Cancela 5,2023-07-01 08:31:00,2023-07-01 08:31:00
678,Solicitar Ticket,Cancela 3,2023-07-01 08:31:53,2023-07-01 08:32:13
678,Impressão do Ticket,Cancela 4,2023-07-01 08:32:49,2023-07-01 08:33:08
678,Validar Ticket,Caixa 1,2023-07-01 10:21:08,2023-07-01 10:21:13
678,Impressão do Ticket,Cancela 3,2023-07-01 10:21:14,2023-07-01 10:21:30
678,Saída do Estacionamento,Caixa 3,2023-07-01 10:51:30,2023-07-01 10:51:30
679,Entrada no Estacionamento,Cancela 1,2023-07-01 12:32:00,2023-07-01 12:32:00
679,Solicitar Ticket,Cancela 2,2023-07-01 12:32:32,2023-07-01 12:32:48
679,Impressão do Ticket,Cancela 4,2023-07-01 12:33:09,2023-07-01 12:33:15
679,Adicionar Créditos,Totem 1,2023-07-01 12:49:15,2023-07-01 12:50:30
679,Validar Ticket,Caixa 3,2023-07-01 12:51:00,2023-07-01 12:51:09
679,Saída do Estacionamento,Caixa 3,2023-07-01 12:51:21,2023-07-01 12:51:21
680,Entrada no Estacionamento,Cancela 5,2023-07-01 08:12:00,2023-07-01 08:12:00
680,Solicitar Ticket,Cancela 5,2023-07-01 08:12:16,2023-07-01 08:12:30
680,Impressão do Ticket,Cancela 4,2023-07-01 08:13:08,2023-07-01 08:13:27
680,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 10:31:27,2023-07-01 10:34:14
680,Impressão do Ticket,Cancela 3,2023-07-01 10:35:12,2023-07-01 10:35:23
680,Solicitar Ticket,Cancela 4,2023-07-01 11:57:23,2023-07-01 11:57:41
680,Impressão do Ticket,Cancela 1,2023-07-01 11:58:38,2023-07-01 11:58:44
680,Validar Ticket,Caixa 4,2023-07-01 12:55:44,2023-07-01 12:55:50
680,Pagar Estacionamento,Caixa 4,2023-07-01 12:56:00,2023-07-01 12:57:49
680,Scan Sem Parar,Cancela 4,2023-07-01 12:58:38,2023-07-01 12:58:40
680,Pagar Estacionamento,Caixa 2,2023-07-01 16:07:40,2023-07-01 16:08:32
680,Adicionar Créditos,Totem 1,2023-07-01 16:08:32,2023-07-01 16:09:13
680,Saída do Estacionamento,Caixa 1,2023-07-01 16:09:47,2023-07-01 16:09:47
681,Entrada no Estacionamento,Cancela 2,2023-07-01 07:10:00,2023-07-01 07:10:00
681,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 07:10:59,2023-07-01 07:11:01
681,Saída do Estacionamento,Caixa 4,2023-07-01 07:11:24,2023-07-01 07:11:24
682,Entrada no Estacionamento,Cancela 5,2023-07-01 07:02:00,2023-07-01 07:02:00
682,Solicitar Ticket,Cancela 5,2023-07-01 07:02:17,2023-07-01 07:02:23
682,Scan Sem Parar,Cancela 1,2023-07-01 07:03:01,2023-07-01 07:03:03
682,Saída do Estacionamento,Caixa 2,2023-07-01 07:56:03,2023-07-01 07:56:03
683,Entrada no Estacionamento,Cancela 3,2023-07-01 07:42:00,2023-07-01 07:42:00
683,Solicitar Ticket,Cancela 2,2023-07-01 07:42:51,2023-07-01 07:43:00
683,Impressão do Ticket,Cancela 4,2023-07-01 07:43:33,2023-07-01 07:43:39
683,Validar Ticket,Caixa 1,2023-07-01 10:25:39,2023-07-01 10:25:51
683,Solicitar Ticket,Cancela 4,2023-07-01 10:25:57,2023-07-01 10:26:07
683,Saída do Estacionamento,Caixa 4,2023-07-01 10:26:54,2023-07-01 10:26:54
684,Entrada no Estacionamento,Cancela 3,2023-07-01 07:50:00,2023-07-01 07:50:00
684,Solicitar Ticket,Cancela 2,2023-07-01 07:50:54,2023-07-01 07:51:00
684,Impressão do Ticket,Cancela 4,2023-07-01 07:51:21,2023-07-01 07:51:32
684,Solicitar Ticket,Cancela 5,2023-07-01 08:50:32,2023-07-01 08:50:49
684,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 08:50:53,2023-07-01 08:54:09
684,Validar Ticket,Caixa 3,2023-07-01 08:54:14,2023-07-01 08:54:26
684,Solicitar Ticket,Cancela 1,2023-07-01 08:54:37,2023-07-01 08:54:50
684,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 08:55:16,2023-07-01 08:55:17
684,Validar Ticket,Caixa 4,2023-07-01 08:55:19,2023-07-01 08:55:26
684,Impressão do Ticket,Cancela 2,2023-07-01 08:55:33,2023-07-01 08:55:47
684,Pagar Estacionamento,Caixa 1,2023-07-01 10:55:47,2023-07-01 10:57:20
684,Validar Ticket,Caixa 3,2023-07-01 10:57:37,2023-07-01 10:57:48
684,Pagar Estacionamento,Caixa 2,2023-07-01 10:58:45,2023-07-01 11:00:24
684,Saída do Estacionamento,Caixa 1,2023-07-01 11:00:29,2023-07-01 11:00:29
685,Entrada no Estacionamento,Cancela 2,2023-07-01 07:01:00,2023-07-01 07:01:00
685,Solicitar Ticket,Cancela 3,2023-07-01 07:01:59,2023-07-01 07:02:06
685,Adicionar Créditos,Totem 1,2023-07-01 07:02:14,2023-07-01 07:03:19
685,Impressão do Ticket,Cancela 1,2023-07-01 07:03:23,2023-07-01 07:03:40
685,Validar Ticket,Caixa 2,2023-07-01 09:29:40,2023-07-01 09:29:47
685,Impressão do Ticket,Cancela 4,2023-07-01 09:29:57,2023-07-01 09:30:04
685,Pagar Estacionamento,Caixa 2,2023-07-01 13:13:04,2023-07-01 13:15:29
685,Solicitar Ticket,Cancela 1,2023-07-01 13:16:16,2023-07-01 13:16:33
685,Pagar Estacionamento,Caixa 3,2023-07-01 13:17:14,2023-07-01 13:19:26
685,Validar Ticket,Caixa 3,2023-07-01 13:20:23,2023-07-01 13:20:35
685,Saída do Estacionamento,Caixa 1,2023-07-01 13:21:31,2023-07-01 13:21:31
686,Entrada no Estacionamento,Cancela 4,2023-07-01 12:47:00,2023-07-01 12:47:00
686,Solicitar Ticket,Cancela 2,2023-07-01 12:47:04,2023-07-01 12:47:18
686,Impressão do Ticket,Cancela 1,2023-07-01 12:48:09,2023-07-01 12:48:18
686,Solicitar Ticket,Cancela 3,2023-07-01 15:00:18,2023-07-01 15:00:30
686,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 15:01:02,2023-07-01 15:01:03
686,Saída do Estacionamento,Caixa 1,2023-07-01 15:01:49,2023-07-01 15:01:49
687,Entrada no Estacionamento,Cancela 2,2023-07-01 07:43:00,2023-07-01 07:43:00
687,Solicitar Ticket,Cancela 5,2023-07-01 07:43:37,2023-07-01 07:43:51
687,Reservar Vaga,Totem 4,2023-07-01 07:43:54,2023-07-01 07:46:07
687,Scan Sem Parar,Cancela 5,2023-07-01 07:47:02,2023-07-01 07:47:04
687,Cancelar Reserva,Totem 2,2023-07-01 08:52:04,2023-07-01 08:52:54
687,Saída do Estacionamento,Caixa 2,2023-07-01 08:53:08,2023-07-01 08:53:08
688,Entrada no Estacionamento,Cancela 5,2023-07-01 07:26:00,2023-07-01 07:26:00
688,Solicitar Ticket,Cancela 4,2023-07-01 07:26:07,2023-07-01 07:26:19
688,Impressão do Ticket,Cancela 2,2023-07-01 07:27:10,2023-07-01 07:27:30
688,Validar Ticket,Caixa 2,2023-07-01 09:42:30,2023-07-01 09:42:34
688,Impressão do Ticket,Cancela 5,2023-07-01 09:42:42,2023-07-01 09:42:52
688,Solicitar Ticket,Cancela 5,2023-07-01 12:57:52,2023-07-01 12:58:06
688,Pagar Estacionamento,Caixa 1,2023-07-01 12:58:54,2023-07-01 13:00:17
688,Validar Ticket,Caixa 1,2023-07-01 13:00:55,2023-07-01 13:01:05
688,Saída do Estacionamento,Caixa 2,2023-07-01 13:01:43,2023-07-01 13:01:43
689,Entrada no Estacionamento,Cancela 3,2023-07-01 08:40:00,2023-07-01 08:40:00
689,Scan Sem Parar,Cancela 3,2023-07-01 08:40:22,2023-07-01 08:40:26
689,Solicitar Ticket,Cancela 4,2023-07-01 11:18:26,2023-07-01 11:18:42
689,Saída do Estacionamento,Caixa 1,2023-07-01 11:19:19,2023-07-01 11:19:19
690,Entrada no Estacionamento,Cancela 2,2023-07-01 12:23:00,2023-07-01 12:23:00
690,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:23:44,2023-07-01 12:23:46
690,Reservar Vaga,Totem 3,2023-07-01 12:24:26,2023-07-01 12:26:50
690,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:27:38,2023-07-01 12:27:39
690,Cancelar Reserva,Totem 3,2023-07-01 12:28:27,2023-07-01 12:29:00
690,Solicitar Ticket,Cancela 5,2023-07-01 12:29:31,2023-07-01 12:29:46
690,Impressão do Ticket,Cancela 2,2023-07-01 12:29:54,2023-07-01 12:30:03
690,Solicitar Ticket,Cancela 5,2023-07-01 16:15:03,2023-07-01 16:15:19
690,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 16:15:30,2023-07-01 16:15:33
690,Impressão do Ticket,Cancela 4,2023-07-01 16:16:23,2023-07-01 16:16:30
690,Validar Ticket,Caixa 4,2023-07-01 19:32:30,2023-07-01 19:32:41
690,Solicitar Ticket,Cancela 4,2023-07-01 19:33:06,2023-07-01 19:33:23
690,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 19:33:58,2023-07-01 19:36:17
690,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 19:36:46,2023-07-01 19:36:48
690,Solicitar Ticket,Cancela 2,2023-07-01 19:37:46,2023-07-01 19:38:05
690,Impressão do Ticket,Cancela 2,2023-07-01 19:39:03,2023-07-01 19:39:22
